MITEST,MITESTCD,SPECIES,STRAIN,SEX,MISPEC,MISTRESC,MIRESCAT,MIFREQ,N
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG,GRANULOMA,NON-NEOPLASTIC,0.017204301,465
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG,FIBROSIS,NON-NEOPLASTIC,0.015053763,465
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG,ACCUMULATION,NON-NEOPLASTIC,0.012903226,465
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG,HEMORRHAGE,NON-NEOPLASTIC,0.010752688,465
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG,FOREIGN MATERIAL,NON-NEOPLASTIC,0.010752688,465
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG,HYPERPLASIA,NON-NEOPLASTIC,0.008602151,465
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG,"FOLLICLES, INCREASED",NON-NEOPLASTIC,0.006451613,465
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG,PIGMENT,NON-NEOPLASTIC,0.004301075,465
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG,EMPHYSEMA,NON-NEOPLASTIC,0.002150538,465
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG/BRONCHUS,UNREMARKABLE,,0.812903226,155
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG/BRONCHUS,INFILTRATE,NON-NEOPLASTIC,0.096774194,155
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG/BRONCHUS,INFLAMMATION,NON-NEOPLASTIC,0.064516129,155
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG/BRONCHUS,CONGESTION,NON-NEOPLASTIC,0.006451613,155
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG/BRONCHUS,MINERALIZATION,NON-NEOPLASTIC,0.006451613,155
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG/BRONCHUS,DILATATION,NON-NEOPLASTIC,0.006451613,155
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LUNG/BRONCHUS,FIBROSIS,NON-NEOPLASTIC,0.006451613,155
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LYMPH NODE,UNREMARKABLE,,0.888888889,9
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,LYMPH NODE,ERYTHROPHAGOCYTOSIS,NON-NEOPLASTIC,0.111111111,9
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, AXILLARY",UNREMARKABLE,,0.97752809,89
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, AXILLARY",GRANULOMA,NON-NEOPLASTIC,0.011235955,89
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, AXILLARY",PIGMENT,NON-NEOPLASTIC,0.011235955,89
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, BRONCHIAL",UNREMARKABLE,,0.75,8
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, BRONCHIAL",HYPERPLASIA,NON-NEOPLASTIC,0.125,8
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, BRONCHIAL",ERYTHROPHAGOCYTOSIS,NON-NEOPLASTIC,0.125,8
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, CERVICAL",UNREMARKABLE,,0.828125,64
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, CERVICAL",INFILTRATE,NON-NEOPLASTIC,0.09375,64
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, CERVICAL",PIGMENT,NON-NEOPLASTIC,0.0625,64
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, CERVICAL",ERYTHROPHAGOCYTOSIS,NON-NEOPLASTIC,0.015625,64
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, DRAINING",UNREMARKABLE,,0.555555556,9
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, DRAINING",ACCUMULATION,NON-NEOPLASTIC,0.444444444,9
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, ILIAC",UNREMARKABLE,,1,4
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, INGUINAL",UNREMARKABLE,,0.35,20
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, INGUINAL","CELLULARITY, INCREASED",NON-NEOPLASTIC,0.25,20
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, INGUINAL",HEMORRHAGE,NON-NEOPLASTIC,0.2,20
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, INGUINAL",INFILTRATE,NON-NEOPLASTIC,0.15,20
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, INGUINAL",PIGMENT,NON-NEOPLASTIC,0.05,20
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MANDIBULAR",UNREMARKABLE,,0.947368421,627
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MANDIBULAR",PIGMENT,NON-NEOPLASTIC,0.028708134,627
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MANDIBULAR",INFILTRATE,NON-NEOPLASTIC,0.006379585,627
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MANDIBULAR",HEMORRHAGE,NON-NEOPLASTIC,0.006379585,627
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MANDIBULAR",ACCUMULATION,NON-NEOPLASTIC,0.004784689,627
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MANDIBULAR",CONGESTION,NON-NEOPLASTIC,0.001594896,627
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MANDIBULAR",GRANULOMA,NON-NEOPLASTIC,0.001594896,627
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MANDIBULAR",VACUOLATION,NON-NEOPLASTIC,0.001594896,627
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MANDIBULAR",ERYTHROPHAGOCYTOSIS,NON-NEOPLASTIC,0.001594896,627
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MEDIASTINAL",HEMORRHAGE,NON-NEOPLASTIC,0.5,6
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MEDIASTINAL",UNREMARKABLE,,0.333333333,6
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MEDIASTINAL",PIGMENT,NON-NEOPLASTIC,0.166666667,6
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MESENTERIC",UNREMARKABLE,,0.952531646,632
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MESENTERIC",ERYTHROPHAGOCYTOSIS,NON-NEOPLASTIC,0.023734177,632
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MESENTERIC","CELLULARITY, INCREASED",NON-NEOPLASTIC,0.007911392,632
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MESENTERIC",HEMORRHAGE,NON-NEOPLASTIC,0.007911392,632
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MESENTERIC",HYPERPLASIA,NON-NEOPLASTIC,0.004746835,632
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MESENTERIC",THROMBUS,NON-NEOPLASTIC,0.001582278,632
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, MESENTERIC",ACCUMULATION,NON-NEOPLASTIC,0.001582278,632
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, PAROTID",UNREMARKABLE,,1,20
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, POPLITEAL",UNREMARKABLE,,0.971428571,35
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, POPLITEAL",ERYTHROPHAGOCYTOSIS,NON-NEOPLASTIC,0.028571429,35
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, RETROPHARYNGEAL",UNREMARKABLE,,0.958333333,48
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, RETROPHARYNGEAL",PIGMENT,NON-NEOPLASTIC,0.041666667,48
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, TRACHEOBRONCHIAL",UNREMARKABLE,,0.910447761,67
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, TRACHEOBRONCHIAL",INFILTRATE,NON-NEOPLASTIC,0.059701493,67
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, TRACHEOBRONCHIAL","CELLULARITY, INCREASED",NON-NEOPLASTIC,0.014925373,67
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"LYMPH NODE, TRACHEOBRONCHIAL",HYPERPLASIA,NON-NEOPLASTIC,0.014925373,67
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MEMBRANE, NICTITATING",UNREMARKABLE,,1,56
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,MENINGES,UNREMARKABLE,,1,6
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUCOSA, ORAL",UNREMARKABLE,,1,6
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, BICEPS FEMORIS",UNREMARKABLE,,0.990566038,212
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, BICEPS FEMORIS",DEGENERATION/NECROSIS,NON-NEOPLASTIC,0.004716981,212
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, BICEPS FEMORIS",INFILTRATE,NON-NEOPLASTIC,0.004716981,212
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, DIAPHRAGM",UNREMARKABLE,,1,9
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, EXTRAOCULAR",UNREMARKABLE,,1,9
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, GASTROCNEMIUS",UNREMARKABLE,,1,10
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, INTERCOSTAL",UNREMARKABLE,,1,5
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, PSOAS",UNREMARKABLE,,1,11
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, QUADRICEPS FEMORIS",UNREMARKABLE,,1,71
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, RECTUS FEMORIS",UNREMARKABLE,,1,45
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, SEMITENDINOSUS",UNREMARKABLE,,1,7
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, SKELETAL",UNREMARKABLE,,0.994252874,348
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, SKELETAL",INFILTRATE,NON-NEOPLASTIC,0.005747126,348
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"MUSCLE, VASTUS INTERMEDIUS",UNREMARKABLE,,1,10
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,NASAL TURBINATE,UNREMARKABLE,,0.75,24
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,NASAL TURBINATE,INFILTRATE,NON-NEOPLASTIC,0.25,24
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,NASOPHARYNX,UNREMARKABLE,,1,21
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,NERVE ROOT,UNREMARKABLE,,0.9,30
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,NERVE ROOT,INCLUSION,NON-NEOPLASTIC,0.066666667,30
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,NERVE ROOT,DEGENERATION,NON-NEOPLASTIC,0.033333333,30
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, OPTIC",UNREMARKABLE,,0.998614958,722
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, OPTIC",INFILTRATE,NON-NEOPLASTIC,0.001385042,722
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, PERIPHERAL",UNREMARKABLE,,1,19
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, SCIATIC",UNREMARKABLE,,0.996983409,663
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, SCIATIC",DEGENERATION,NON-NEOPLASTIC,0.003016591,663
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, SURAL",UNREMARKABLE,,0.833333333,6
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, SURAL",DEGENERATION,NON-NEOPLASTIC,0.166666667,6
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, TIBIAL",UNREMARKABLE,,0.823529412,17
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, TIBIAL",DEGENERATION,NON-NEOPLASTIC,0.117647059,17
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"NERVE, TIBIAL","DYSTROPHY, AXONAL",NON-NEOPLASTIC,0.058823529,17
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,PANCREAS,UNREMARKABLE,,0.989884393,692
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,PANCREAS,ATROPHY,NON-NEOPLASTIC,0.005780347,692
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,PANCREAS,APOPTOSIS,NON-NEOPLASTIC,0.002890173,692
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,PANCREAS,SINGLE CELL NECROSIS,NON-NEOPLASTIC,0.001445087,692
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,PEYER'S PATCH,UNREMARKABLE,,1,174
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,PHARYNX,UNREMARKABLE,,0.966101695,59
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,PHARYNX,MINERALIZATION,NON-NEOPLASTIC,0.016949153,59
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,PHARYNX,INFILTRATE,NON-NEOPLASTIC,0.016949153,59
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,PREPUCE,EROSION/ULCER,NON-NEOPLASTIC,1,1
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INFUSION",HEMORRHAGE,NON-NEOPLASTIC,0.36,25
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INFUSION",UNREMARKABLE,,0.24,25
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INFUSION",NEEDLE TRACT LESION,NON-NEOPLASTIC,0.12,25
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INFUSION",THROMBUS,NON-NEOPLASTIC,0.08,25
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INFUSION",INFLAMMATION,NON-NEOPLASTIC,0.08,25
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INFUSION",INFILTRATE,NON-NEOPLASTIC,0.04,25
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INFUSION",HYPERPLASIA,NON-NEOPLASTIC,0.04,25
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INFUSION",NECROSIS,NON-NEOPLASTIC,0.04,25
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INJECTION",UNREMARKABLE,,0.756906077,181
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INJECTION",HEMORRHAGE,NON-NEOPLASTIC,0.093922652,181
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INJECTION",ACCUMULATION,NON-NEOPLASTIC,0.044198895,181
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INJECTION",INFLAMMATION,NON-NEOPLASTIC,0.033149171,181
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INJECTION",FIBROSIS,NON-NEOPLASTIC,0.033149171,181
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INJECTION",INFILTRATE,NON-NEOPLASTIC,0.016574586,181
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INJECTION",DEGENERATION/REGENERATION,NON-NEOPLASTIC,0.011049724,181
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INJECTION",NECROSIS,NON-NEOPLASTIC,0.005524862,181
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SITE, INJECTION",PIGMENT,NON-NEOPLASTIC,0.005524862,181
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN,UNREMARKABLE,,0.946502058,486
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN,INFILTRATE,NON-NEOPLASTIC,0.016460905,486
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN,INFLAMMATION,NON-NEOPLASTIC,0.014403292,486
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN,CRUST,NON-NEOPLASTIC,0.00617284,486
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN,GRANULOMA,NON-NEOPLASTIC,0.004115226,486
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN,PARASITE,NON-NEOPLASTIC,0.004115226,486
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN,ATROPHY,NON-NEOPLASTIC,0.004115226,486
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN,CYST,NON-NEOPLASTIC,0.002057613,486
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN,HEMORRHAGE,NON-NEOPLASTIC,0.002057613,486
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN/SUBCUTIS,UNREMARKABLE,,0.917525773,194
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN/SUBCUTIS,INFLAMMATION,NON-NEOPLASTIC,0.041237113,194
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN/SUBCUTIS,INFILTRATE,NON-NEOPLASTIC,0.020618557,194
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN/SUBCUTIS,GRANULOMA,NON-NEOPLASTIC,0.005154639,194
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN/SUBCUTIS,HEMATOMA,NON-NEOPLASTIC,0.005154639,194
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN/SUBCUTIS,"HISTIOCYTOMA, BENIGN",NON-NEOPLASTIC,0.005154639,194
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SKIN/SUBCUTIS,EROSION/ULCER,NON-NEOPLASTIC,0.005154639,194
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SMALL INTESTINE,UNREMARKABLE,,1,3
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",UNREMARKABLE,,0.957325747,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",DILATATION,NON-NEOPLASTIC,0.019914651,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",ECTASIA,NON-NEOPLASTIC,0.0056899,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",INFILTRATE,NON-NEOPLASTIC,0.0056899,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",ABSCESS,NON-NEOPLASTIC,0.00284495,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",CONGESTION,NON-NEOPLASTIC,0.00284495,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",CELL DEBRIS,NON-NEOPLASTIC,0.001422475,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",HEMORRHAGE,NON-NEOPLASTIC,0.001422475,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",MICROABSCESS,NON-NEOPLASTIC,0.001422475,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, DUODENUM",ECTOPIC TISSUE,NON-NEOPLASTIC,0.001422475,703
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, ILEUM",UNREMARKABLE,,0.993026499,717
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, ILEUM",CONGESTION,NON-NEOPLASTIC,0.0027894,717
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, ILEUM","CELLULARITY, DECREASED",NON-NEOPLASTIC,0.0013947,717
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, ILEUM",HYPERPLASIA,NON-NEOPLASTIC,0.0013947,717
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, ILEUM",INFILTRATE,NON-NEOPLASTIC,0.0013947,717
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, JEJUNUM",UNREMARKABLE,,0.991701245,723
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, JEJUNUM",CONGESTION,NON-NEOPLASTIC,0.002766252,723
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, JEJUNUM",INFILTRATE,NON-NEOPLASTIC,0.002766252,723
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, JEJUNUM",DILATATION,NON-NEOPLASTIC,0.001383126,723
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SMALL INTESTINE, JEJUNUM",ABSCESS,NON-NEOPLASTIC,0.001383126,723
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SPINAL CORD,UNREMARKABLE,,0.951388889,288
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SPINAL CORD,MICROGLIOSIS,NON-NEOPLASTIC,0.020833333,288
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SPINAL CORD,FIBROSIS,NON-NEOPLASTIC,0.013888889,288
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SPINAL CORD,HEMORRHAGE,NON-NEOPLASTIC,0.010416667,288
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SPINAL CORD,COMPRESSION,NON-NEOPLASTIC,0.003472222,288
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, CERVICAL",UNREMARKABLE,,0.985207101,338
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, CERVICAL",MICROGLIOSIS,NON-NEOPLASTIC,0.01183432,338
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, CERVICAL",HEMORRHAGE,NON-NEOPLASTIC,0.00295858,338
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",UNREMARKABLE,,0.848648649,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",DEGENERATION,NON-NEOPLASTIC,0.043243243,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",MICROGLIOSIS,NON-NEOPLASTIC,0.043243243,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",FIBROSIS,NON-NEOPLASTIC,0.024324324,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",INFILTRATE,NON-NEOPLASTIC,0.008108108,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",CHROMATOLYSIS,NON-NEOPLASTIC,0.008108108,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",ASTROCYTOSIS,NON-NEOPLASTIC,0.005405405,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",HEMORRHAGE,NON-NEOPLASTIC,0.005405405,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",INFLAMMATION,NON-NEOPLASTIC,0.005405405,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",NECROSIS,NON-NEOPLASTIC,0.002702703,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR","DYSTROPHY, AXONAL",NON-NEOPLASTIC,0.002702703,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, LUMBAR",COMPRESSION,NON-NEOPLASTIC,0.002702703,370
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, SACRAL",MICROGLIOSIS,NON-NEOPLASTIC,0.369565217,46
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, SACRAL",DEGENERATION,NON-NEOPLASTIC,0.304347826,46
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, SACRAL",FIBROSIS,NON-NEOPLASTIC,0.130434783,46
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, SACRAL",INFILTRATE,NON-NEOPLASTIC,0.065217391,46
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, SACRAL","DYSTROPHY, AXONAL",NON-NEOPLASTIC,0.043478261,46
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, SACRAL",ASTROCYTOSIS,NON-NEOPLASTIC,0.02173913,46
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, SACRAL",INFLAMMATION,NON-NEOPLASTIC,0.02173913,46
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, SACRAL",COMPRESSION,NON-NEOPLASTIC,0.02173913,46
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, SACRAL",CHROMATOLYSIS,NON-NEOPLASTIC,0.02173913,46
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, THORACIC",UNREMARKABLE,,0.978395062,324
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, THORACIC",MICROGLIOSIS,NON-NEOPLASTIC,0.012345679,324
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, THORACIC",DEGENERATION,NON-NEOPLASTIC,0.00308642,324
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, THORACIC",MINERALIZATION,NON-NEOPLASTIC,0.00308642,324
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,"SPINAL CORD, THORACIC",HEMORRHAGE,NON-NEOPLASTIC,0.00308642,324
Microscopic Examination,GHISTXQL,DOG,BEAGLE,M,SPLEEN,UNREMARKABLE,,0.958944282,682
