SPECIES,STRAIN,SEX,CLCAT,CLTEST,CLTESTCD,CLSTRESC,CLFREQ,N
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SKIN:BRUISE,0.000485561,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWOLLEN SOFT,0.000434449,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GENERAL APPEARANCE AND CONDITION:DISCHARGE,0.000408893,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,RED RASH,0.000408893,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, LESION W/ DISCHARGE",0.000408893,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWOLLEN FIRM,0.000408893,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GASTROINTESTINAL FUNCTION:FECES SOFT - CAGE OBSERVATION,0.000383338,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,FASTED,0.000383338,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, DRY, RED",0.000332226,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, BROWN",0.000332226,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,CRUST,0.00030667,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWOLLEN,0.00030667,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, LESION",0.00030667,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, FLAKING",0.00030667,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,DIARRHEA,0.000281114,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, STAINING",0.000281114,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,WEAK,0.000255558,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,THIN,0.000230003,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,REDDENED SKIN,0.000204447,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, ABUNREMARKABLE OUTPUT",0.000204447,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"DISCHARGE, COLOR",0.000204447,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GENERAL APPEARANCE AND CONDITION:LESION,0.000153335,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,MENSES,0.000153335,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, STAINING, BROWN",0.000153335,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GASTROINTESTINAL FUNCTION:FECES LIQUID - CAGE OBSERVATION,0.000153335,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,MUCUS STOOLS,0.000153335,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, DRY, BROWN",0.000153335,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,OVERALL SEVERITY,0.000153335,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,LIMITED USAGE,0.000127779,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,EUTHANIZED,0.000127779,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,LACERATION,0.000102223,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,WITHIN UNREMARKABLE LIMITS (NORM EYE),0.000102223,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,VOMIT,0.000102223,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,TEETH GRINDING,0.000102223,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,FAECES WITH RED,0.000102223,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,EXCESSIVE SCRATCHING,0.000102223,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GASTROINTESTINAL FUNCTION:FECES SOFT,0.000102223,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, RED",0.000102223,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, STAINING, YELLOW",0.000102223,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, STAINING, RED",7.67E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GASTROINTESTINAL FUNCTION:FECES DISCOLORED - CAGE OBSERVATION,7.67E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GENERAL APPEARANCE AND CONDITION:DISCOLORATION MATERIAL IN/UNDER CAGE - CAGE OBSERVATION,7.67E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWELLING,7.67E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, OILY",7.67E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,LOCOMOTORY STEREOTYPY,5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VOMITUS, LIQUID, BROWN",5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GASTROINTESTINAL FUNCTION:FECES LIQUID,5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,BACKBONE PROMINENT,5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,FECES SMEARING,5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, BLACK",5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SKIN STAINING,5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, RED",5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, ORANGE",5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,NASAL DISCHARGE,5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,LABORED BREATHING,5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,VET NOTIFIED,5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,LOOSE STOOL,5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, LACERATION",5.11E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,ABDOMINAL DISTENSION,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VAGINA, DISCHARGE MUCOID",2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,UNRESPONSIVE,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,ACTIVITY DECREASED,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VULVA, DISCHARGE LIQUID",2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,DEHYDRATED SUSPECTED,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VOMITUS, LIQUID, CLEAR",2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,TEMP READINGS BELOW BASELINE 9 CONSECUTIVE TIMES,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VOMITUS, LIQUID W/ PART, CLEAR",2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,FASCICULATIONS,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,TREMORS(GENERALIZED),2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SKIN THICKENING,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,CAUGHT IN CAGE,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,RECTAL PROLAPSE,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, YELLOW",2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,WHEEZING,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, LOSS",2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"DISCHARGE, CONSISTENCY",2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWOLLEN (CAGESIDE),2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,TREMORS,2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, BLUE",2.56E-05,39130
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,CLINICAL VETERINARY EXAM,CVE,UNREMARKABLE,1,4
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,COAT,CT,HAIR LOSS,1,56
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,UNREMARKABLE,0.738212415,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,SPARSE HAIR,0.075726306,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,SCAB,0.070646134,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,ULCERATION,0.030163518,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,SWELLING,0.026829656,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,WOUND,0.011589141,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,EDEMA,0.009525321,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,LOOSE STOOLS,0.007937768,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,FLACCID SKIN,0.007143991,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,DECREASED SPONTANEOUS MOTOR ACTIVITY,0.00682648,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,REDUCED  OF DEFECATION,0.005873948,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,SOFT STOOL,0.002698841,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,ROUGH HAIR,0.00206382,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,TREMORS,0.00206382,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,CONSTRICT PUPIL,0.001270043,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,LETHARGY,0.001111288,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,LACK OF DEFECATION,0.000317511,6299
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,UNREMARKABLE,0.940071102,1969
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,EXCRETION:FECES,0.023869985,1969
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,GAIT/POSTURE:LIMPING,0.018283393,1969
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,SKIN:SWELLING,0.017775521,1969
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAIL CLINICAL OBSERVATION,DETAIL,DECREASED SPONTANEOUS MOTOR ACTIVITY,0.230769231,13
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAIL CLINICAL OBSERVATION,DETAIL,FLACCID SKIN,0.230769231,13
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAIL CLINICAL OBSERVATION,DETAIL,UNREMARKABLE,0.153846154,13
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAIL CLINICAL OBSERVATION,DETAIL,REDUCED  OF DEFECATION,0.153846154,13
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAIL CLINICAL OBSERVATION,DETAIL,CONSTRICT PUPIL,0.076923077,13
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAIL CLINICAL OBSERVATION,DETAIL,TREMORS,0.076923077,13
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAIL CLINICAL OBSERVATION,DETAIL,ROUGH HAIR,0.076923077,13
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,CHANGED FECES CONSISTENCY,0.616117216,1365
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,0.280586081,1365
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ALOPECIA,0.064468864,1365
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,DISCOLORED SKIN;INJECTION SITE,0.016117216,1365
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SCAB,0.015384615,1365
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,DISCOLORED SKIN,0.002930403,1365
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,VOMITED IMMEDIATELY AFTER ADMINISTRATION,0.002197802,1365
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SHORT TAIL,0.001465201,1365
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LOOSE FECES,0.000732601,1365
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,0.557003257,307
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,THIN COAT,0.254071661,307
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SHORT TAIL,0.149837134,307
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,CIRCLING,0.016286645,307
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,HAIR LOSS,0.009771987,307
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,REFER TO COMMENTS,0.006514658,307
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,RED RASH,0.003257329,307
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LOOSE STOOLS,0.003257329,307
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,HAIR SPARSE,0.354784456,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SKIN DISCOLORED,0.215720988,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,FECES SOFT,0.074533062,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SCABBED AREA,0.063645216,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,FECES WATERY,0.050278835,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,0.044259538,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,MATERIAL IN PAN/BEDDING,0.022749402,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,DISCHARGE,0.021864212,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ANNULAR CONSTRICTION,0.021421616,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SCAR,0.018411968,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SKIN DRY,0.014871205,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SEX SKIN SWELLING,0.014428609,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,FECAL SMEARING,0.014074533,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ABRASION(S),0.010179694,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EMESIS AFTER DOSING,0.008763389,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,FECES DISCOLORED,0.007966717,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL MISSING - PORTION,0.006904488,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,DEFORMITY,0.006373373,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,INAPPETENCE,0.005222625,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LACERATION,0.004071877,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SWELLING,0.003540763,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,NODULE,0.003540763,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL BENT,0.00194742,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,VOMITUS,0.001770382,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,DIGIT(S) MISSING,0.001416305,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,THIN,0.001416305,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,NIPPLE ENLARGEMENT,0.001327786,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,FECES MUCOID,0.000619634,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EMESIS DURING DOSING,0.000531114,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TEETH DISCOLORED,0.000442595,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TEETH BROKEN,0.000442595,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ABDOMEN DISTENDED,0.000442595,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,STEREOTYPY,0.000354076,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TREMBLING,0.000354076,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,NAIL MISSING,0.000265557,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,VOCALIZATION,0.000265557,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EMESIS,0.000265557,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,STRUGGLING DURING DOSING,0.000177038,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,RED DISCHARGE,8.85E-05,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TEETH MISSING,8.85E-05,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LIMB FUNCTION IMPAIRED,8.85E-05,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNKEMPT APPEARANCE,8.85E-05,11297
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,UNREMARKABLE,0.807228916,249
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,ULCERATION,0.064257028,249
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,SCAB,0.064257028,249
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,SPARSE HAIR,0.02811245,249
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,SWELLING,0.024096386,249
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,WOUND,0.012048193,249
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATION,DETOBS,UNREMARKABLE,0.420765027,183
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATION,DETOBS,HAIR LOSS,0.349726776,183
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATION,DETOBS,BRUISING,0.131147541,183
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATION,DETOBS,SCAB/CRUST,0.06557377,183
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATION,DETOBS,WOUND,0.021857923,183
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATION,DETOBS,ABUNREMARKABLE COLOR,0.005464481,183
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATION,DETOBS,SNEEZING,0.005464481,183
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATIONS,DO,UNREMARKABLE,0.842857143,70
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATIONS,DO,SKIN LESION SCAB,0.071428571,70
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATIONS,DO,SKIN LESION OPEN WOUND,0.028571429,70
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATIONS,DO,SKIN LESION WET SORE,0.028571429,70
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATIONS,DO,HAIR LOSS,0.014285714,70
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DETAILED OBSERVATIONS,DO,IN SEASON DISCHARGE,0.014285714,70
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DOSE OBSERVATIONS,DOSOBS,UNREMARKABLE,0.983113456,1895
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DOSE OBSERVATIONS,DOSOBS,WITHIN UNREMARKABLE LIMITS (NORM EYE),0.008443272,1895
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DOSE OBSERVATIONS,DOSOBS,TREMOR,0.002110818,1895
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DOSE OBSERVATIONS,DOSOBS,WATERY STOOL,0.001583113,1895
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DOSE OBSERVATIONS,DOSOBS,ABUNREMARKABLE COLOR STOOL,0.001583113,1895
MONKEY,CYNOMOLGUS,F,CLINICAL SIGNS,DOSE OBSERVATIONS,DOSOBS,UNFORMED STOOL,0.001583113,1895
